,Compound,Date,Negative,Neutral,Positive,Source,Text
206,-0.3612,2018-03-25 09:30:15,0.839,0.161,0.0,BBC,"Ever wondered what made you feel moody? It might be your gut.

👉 https://t.co/l8oMv5gPN2 https://t.co/vq2yhtBOAn"
205,0.0,2018-03-25 10:30:04,1.0,0.0,0.0,BBC,🐟Meet SoFi - the soft robot fish developed by MIT to swim among real fish in coral reefs and around the ocean to he… https://t.co/HDa7q7WsHf
204,0.0,2018-03-25 12:03:02,1.0,0.0,0.0,BBC,"Weighing just 100g, a newborn panda is one 900th the size of its mum! 🐼💕 #DavidAttenboroughsNaturalCuriosities https://t.co/nKLQh03DJs"
203,0.5574,2018-03-25 13:03:04,0.816,0.0,0.184,BBC,"👽✨🛸 @prattprattpratt stars as a happy-go-lucky hero who joins forces with an unlikely group of aliens. 

Guardians… https://t.co/B9W7kRZ1Qz"
202,0.1779,2018-03-25 14:09:03,0.909,0.0,0.091,BBC,"Predictions suggest a build-up of about 80,000 tonnes of plastic in the Pacific Ocean is growing rapidly. ♻️🌊💔… https://t.co/uKD9BQWmUi"
201,0.0,2018-03-25 14:30:02,1.0,0.0,0.0,BBC,"💬 We could listen to him speak all day. 

📽 Sir David Attenborough's voice was just as iconic in the 60s as it is t… https://t.co/zYi3oK5C13"
200,0.4588,2018-03-25 15:03:03,0.833,0.0,0.167,BBC,"🇺🇸🏝🇬🇧 Welcome to Tangier Island, the tiny US island where people speak with a British accent.… https://t.co/1RoM285gRJ"
25,0.5319,2018-03-25 17:15:25,0.78,0.062,0.157,CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
125,0.5319,2018-03-25 17:15:25,0.78,0.062,0.157,CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
119,0.5267,2018-03-25 17:30:07,0.815,0.0,0.185,BBC,"When you're enjoying being single and people just can't deal with it. 🙄😂 @kathbum #LiveAtTheApollo 

https://t.co/byHMHWyhPq"
19,0.5267,2018-03-25 17:30:07,0.815,0.0,0.185,BBC,"When you're enjoying being single and people just can't deal with it. 🙄😂 @kathbum #LiveAtTheApollo 

https://t.co/byHMHWyhPq"
18,0.0,2018-03-25 18:13:03,1.0,0.0,0.0,BBC,The first ever statue of David Bowie has been unveiled in the town where he debuted Ziggy Stardust. ⚡️… https://t.co/lFgROYVkv1
118,0.0,2018-03-25 18:13:03,1.0,0.0,0.0,BBC,The first ever statue of David Bowie has been unveiled in the town where he debuted Ziggy Stardust. ⚡️… https://t.co/lFgROYVkv1
17,0.5719,2018-03-25 18:40:04,0.837,0.0,0.163,BBC,"Tonight, @mcgregor_ewan and @McgColin celebrate the centenary of the Royal Air Force. 

RAF at 100 with Ewan and Co… https://t.co/nF2iwBP51b"
117,0.5719,2018-03-25 18:40:04,0.837,0.0,0.163,BBC,"Tonight, @mcgregor_ewan and @McgColin celebrate the centenary of the Royal Air Force. 

RAF at 100 with Ewan and Co… https://t.co/nF2iwBP51b"
116,-0.7506,2018-03-25 19:15:06,0.714,0.286,0.0,BBC,"Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching fo… https://t.co/HPgtcZuHte"
16,-0.7506,2018-03-25 19:15:06,0.714,0.286,0.0,BBC,"Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching fo… https://t.co/HPgtcZuHte"
115,0.128,2018-03-25 19:44:01,0.821,0.077,0.101,BBC,"Could this be an answer to global water shortages? 🏜💧 This machine creates water out of thin air. 

https://t.co/caz4nXMJg5"
15,0.128,2018-03-25 19:44:01,0.821,0.077,0.101,BBC,"Could this be an answer to global water shortages? 🏜💧 This machine creates water out of thin air. 

https://t.co/caz4nXMJg5"
124,0.0,2018-03-25 23:57:34,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
24,0.0,2018-03-25 23:57:34,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
114,0.2263,2018-03-26 07:30:10,0.749,0.09,0.161,BBC,"Wishing you could get out of bed just that little bit earlier? 😴

If you need some motivation to set that alarm, he… https://t.co/zsisa2oA4s"
14,0.2263,2018-03-26 07:30:10,0.749,0.09,0.161,BBC,"Wishing you could get out of bed just that little bit earlier? 😴

If you need some motivation to set that alarm, he… https://t.co/zsisa2oA4s"
113,0.5819,2018-03-26 08:29:04,0.818,0.0,0.182,BBC,"🤔Why do so many celebrities decide to enter politics?

Some have done so more successfully than others...… https://t.co/MkEDpSeLMJ"
13,0.5819,2018-03-26 08:29:04,0.818,0.0,0.182,BBC,"🤔Why do so many celebrities decide to enter politics?

Some have done so more successfully than others...… https://t.co/MkEDpSeLMJ"
499,0.0,2018-03-26 08:30:12,1.0,0.0,0.0,nytimes,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/yifXUnms3s"
498,0.0,2018-03-26 08:45:08,1.0,0.0,0.0,nytimes,"""I feel elated."" Virgil Abloh becomes Louis Vuitton's first African-American artistic director. https://t.co/qssrU8SvL0"
497,-0.6486,2018-03-26 09:00:07,0.815,0.185,0.0,nytimes,"RT @nytimesarts: This week’s episode of ""The Walking Dead"" brought several long-percolating situations to a head. Its characters will be so…"
112,0.0,2018-03-26 09:04:01,1.0,0.0,0.0,BBC,"The kiwi bird's egg is so large, it takes almost ten days to lay! 🐦🥚😳  #DavidAttenboroughsNaturalCuriosities
https://t.co/AkZqK9vzZZ"
12,0.0,2018-03-26 09:04:01,1.0,0.0,0.0,BBC,"The kiwi bird's egg is so large, it takes almost ten days to lay! 🐦🥚😳  #DavidAttenboroughsNaturalCuriosities
https://t.co/AkZqK9vzZZ"
496,0.128,2018-03-26 09:15:08,0.753,0.113,0.134,nytimes,"Around 30,000 North Koreans have successfully defected to the South. But under the reign of Kim Jong-un, far fewer… https://t.co/LLApjNzHuR"
495,0.0,2018-03-26 09:30:10,1.0,0.0,0.0,nytimes,How Stephanie Gregory became Stormy Daniels https://t.co/NdkOuMtsqA
111,0.3182,2018-03-26 09:33:01,0.753,0.0,0.247,BBC,"😂 @BillBailey is NOT a fan of taramasalata. #Room101 

https://t.co/soAAz27c0C"
11,0.3182,2018-03-26 09:33:01,0.753,0.0,0.247,BBC,"😂 @BillBailey is NOT a fan of taramasalata. #Room101 

https://t.co/soAAz27c0C"
10,0.4588,2018-03-26 09:35:06,0.864,0.0,0.136,BBC,RT @bbcpress: Sue Perkins will return to host the 2018 #BAFTA TV awards on Sunday 13 May on @BBCOne. https://t.co/pieSWNAGbH
110,0.4588,2018-03-26 09:35:06,0.864,0.0,0.136,BBC,RT @bbcpress: Sue Perkins will return to host the 2018 #BAFTA TV awards on Sunday 13 May on @BBCOne. https://t.co/pieSWNAGbH
494,0.1027,2018-03-26 09:45:03,0.655,0.148,0.197,nytimes,"RT @nytimesarts: The bassist Buell Neidlinger is dead at 82. He had a founding role in free jazz, played alongside Cecil Taylor, performed…"
9,-0.128,2018-03-26 10:00:07,0.93,0.07,0.0,BBC,"From hot cross bun gin to Creme Egg Yorkshire pudding, this year’s Easter treats are bigger, weirder and more decad… https://t.co/HvDJmgcB5q"
109,-0.128,2018-03-26 10:00:07,0.93,0.07,0.0,BBC,"From hot cross bun gin to Creme Egg Yorkshire pudding, this year’s Easter treats are bigger, weirder and more decad… https://t.co/HvDJmgcB5q"
493,-0.7269,2018-03-26 10:00:12,0.638,0.289,0.072,nytimes,"Saudi Arabia said its air defenses destroyed 7 ballistic missiles late Sunday, fired from neighboring Yemen and tar… https://t.co/yq8WvWaOhs"
492,0.0,2018-03-26 10:00:14,1.0,0.0,0.0,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/CCJomcKOwn https://t.co/p5MoJoRG12
491,-0.5106,2018-03-26 10:30:07,0.711,0.213,0.075,nytimes,President Trump is struggling to find any top lawyers willing to represent him as he faces a critical decision: whe… https://t.co/pUkBPPxSib
490,0.0,2018-03-26 10:40:08,1.0,0.0,0.0,nytimes,A Cambridge Analytica-linked company was allegedly used by pro-Brexit campaigners to evade British election spendin… https://t.co/iqoSk8IFra
489,-0.1154,2018-03-26 10:51:03,0.932,0.068,0.0,nytimes,"Students on the South Side of Chicago joined protests spurred by the Florida school shooting, but they also felt fr… https://t.co/Y3MMdwIuLQ"
108,-0.5106,2018-03-26 11:00:05,0.837,0.163,0.0,BBC,"A crack that opened up in Kenya’s Rift Valley, damaging a section of the Narok-Nairobi highway, is still growing... https://t.co/T5YocDauYj"
8,-0.5106,2018-03-26 11:00:05,0.837,0.163,0.0,BBC,"A crack that opened up in Kenya’s Rift Valley, damaging a section of the Narok-Nairobi highway, is still growing... https://t.co/T5YocDauYj"
488,0.128,2018-03-26 11:00:13,0.914,0.0,0.086,nytimes,"Elliott Broidy, an investor and a defense contractor, marketed his connection to President Trump to politicians and… https://t.co/TUkXBvTM1O"
487,-0.2263,2018-03-26 11:15:05,0.779,0.13,0.091,nytimes,"Stormy Daniels told ""60 Minutes"" that a man threatened her after she agreed to a tell a magazine about an affair wi… https://t.co/yZkCW9Re0R"
486,0.0,2018-03-26 11:30:05,1.0,0.0,0.0,nytimes,"Richard Grenell was nominated by President Trump last year for the ambassadorship to Germany, becoming the presiden… https://t.co/teGrwv0JuJ"
485,0.0,2018-03-26 11:40:04,1.0,0.0,0.0,nytimes,"The NYT review of ""Angels in America"" https://t.co/zn95dEloPu"
7,0.4404,2018-03-26 11:48:03,0.828,0.0,0.172,BBC,Apple wants to introduce new emojis to better represent people with disabilities. ❤️️ https://t.co/CcJfojmtTa https://t.co/ZRdEhVPMEm
107,0.4404,2018-03-26 11:48:03,0.828,0.0,0.172,BBC,Apple wants to introduce new emojis to better represent people with disabilities. ❤️️ https://t.co/CcJfojmtTa https://t.co/ZRdEhVPMEm
484,0.0,2018-03-26 12:00:02,1.0,0.0,0.0,nytimes,"Your daily @DealBook Briefing:

• Tim Cook thinks regulation of Facebook is inevitable.

• The U.S. and China are h… https://t.co/dg46i8dDNg"
483,0.0516,2018-03-26 12:16:02,0.8,0.096,0.104,nytimes,The commitment of the young march organizers to keep the gun issue front and center makes it unlikely to fade befor… https://t.co/XsMmV4ze6i
482,-0.0516,2018-03-26 12:28:01,0.938,0.062,0.0,nytimes,RT @nickconfessore: NEW from @ddknyt: How a Cambridge Analytica-linked company was allegedly used by Leave campaigners to evade British ele…
479,-0.4767,2018-03-26 12:40:11,0.819,0.181,0.0,FoxNews,"Former MLB slugger Albert Belle arrested at spring training game in Arizona, report says https://t.co/84HxoJHbKW"
481,0.0,2018-03-26 12:46:06,1.0,0.0,0.0,nytimes,"A boy was decapitated when he hit a metal pole on a water slide in Kansas. In an indictment, the authorities said t… https://t.co/uQQtO9gWpy"
480,0.3034,2018-03-26 12:49:04,0.895,0.0,0.105,nytimes,"RT @NYTSports: EXCLUSIVE: The story of the man who, investigators say, shipped performance-enhancing drugs to more than 8,000 people. https…"
106,0.0,2018-03-26 12:58:02,1.0,0.0,0.0,BBC,"Never let a squirrel nibble your nobble... 🎈🐿😱
https://t.co/cHm9m6At3m"
6,0.0,2018-03-26 12:58:02,1.0,0.0,0.0,BBC,"Never let a squirrel nibble your nobble... 🎈🐿😱
https://t.co/cHm9m6At3m"
478,-0.0516,2018-03-26 12:58:45,0.902,0.098,0.0,FoxNews,RT @FoxBusiness: .@POTUS touted the American economy in a tweet on Monday. https://t.co/UNqRnwQ8lI
399,0.0,2018-03-26 13:00:23,1.0,0.0,0.0,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/zMGebRtRjr https://t.co/FKDXtWtmIB
477,-0.7506,2018-03-26 13:03:16,0.652,0.348,0.0,FoxNews,"BREAKING: US expels 60 Russian diplomats, closes consulate in response to ex-spy poisoning https://t.co/tjKuLoRujW"
398,-0.7003,2018-03-26 13:05:43,0.746,0.254,0.0,nytimes,Breaking News: President Trump expelled 60 Russians and closed a consulate in response to the poisoning of an ex-sp… https://t.co/7e9m5e6jJ0
397,-0.6774,2018-03-26 13:15:06,0.557,0.443,0.0,nytimes,Why it's so hard to hear negative feedback https://t.co/qsrGlmRdjL
396,-0.4215,2018-03-26 13:30:02,0.826,0.174,0.0,nytimes,"The expulsions are the toughest action taken against the Kremlin by President Trump, who has been criticized for no… https://t.co/aoAH6cBPlF"
476,-0.34,2018-03-26 13:34:16,0.844,0.156,0.0,FoxNews,'The 2nd Amendment Is Outdated': Phillips Talks to Students Marching for Gun Control https://t.co/BJoiCspbj6
475,-0.4215,2018-03-26 13:41:33,0.797,0.203,0.0,FoxNews,"Facebook denies it collected phone call, SMS data despite media reports https://t.co/d0xDtVPU4i"
395,-0.7184,2018-03-26 13:45:09,0.714,0.286,0.0,nytimes,"Along with the long hours, constant confrontation and frequent heartbreak they experience, activists work for littl… https://t.co/CDGkmORA79"
474,-0.6486,2018-03-26 13:46:46,0.699,0.301,0.0,FoxNews,HomeAway removes rental listing where Iowa family was found dead https://t.co/aOeYdn7oxr
473,-0.3818,2018-03-26 13:54:01,0.867,0.133,0.0,FoxNews,"Troy Edgar, Mayor of Los Alamitos: “When [California] passed this sanctuary law, this law basically conflicts with… https://t.co/wxSWRpBfaW"
472,-0.6249,2018-03-26 13:55:00,0.718,0.282,0.0,FoxNews,Facebook data scandal: Academics refused to carry out 'unethical' Cambridge Analytica research https://t.co/0yi4llGMa6 (via @christocarbone)
471,-0.7506,2018-03-26 13:55:31,0.61,0.39,0.0,FoxNews,'Fake news' in Malaysia could land peddlers in prison for a decade https://t.co/u8Z4SyyzCo
394,-0.2263,2018-03-26 14:00:17,0.853,0.147,0.0,nytimes,"Photos from the ""March for Our Lives"" protests around the world https://t.co/F3RzR8XKv5"
470,0.1779,2018-03-26 14:04:32,0.922,0.0,0.078,FoxNews,Matthew Schrier is the first American to escape Al Qaeda captivity in Syria. Now he’s speaking out about his claims… https://t.co/iM8azLChxz
469,0.0,2018-03-26 14:05:47,1.0,0.0,0.0,FoxNews,"Trump orders expulsion of dozens of Russian diplomats, closure of consulate in Seattle https://t.co/6odgJOzV6t https://t.co/nuWT9ukwKO"
468,0.6808,2018-03-26 14:08:42,0.663,0.0,0.337,FoxNews,Barack Obama Hopes for a 'Million Young Obamas' to Lead 'Human Progress' https://t.co/A9u7oyvOFR https://t.co/GMW3zTPFan
393,0.0,2018-03-26 14:16:04,1.0,0.0,0.0,nytimes,"In Opinion

Op-Ed contributor @KadriLiik writes: ""Patriotic hackers"" or ""patriotic trolls"" can act independently, b… https://t.co/PAkoNOwnhQ"
467,0.4939,2018-03-26 14:25:26,0.856,0.0,0.144,FoxNews,John Sununu: “The president is… trying to reduce trade imbalance by a hundred billion dollars. If he succeeds in th… https://t.co/o3ntqHCEUz
466,-0.5423,2018-03-26 14:30:02,0.741,0.259,0.0,FoxNews,Homeless encampment relocation plan has California residents outraged (via @travfed)  https://t.co/jcbir2AOOc
392,-0.128,2018-03-26 14:30:08,0.927,0.073,0.0,nytimes,"The U.S. military carried out its first ever drone strike against Qaeda militants in southern Libya this weekend, s… https://t.co/v4vXQHVWiv"
465,0.4767,2018-03-26 14:40:04,0.763,0.0,0.237,FoxNews,Dem Sen. McCaskill Chides Hillary: 'Show Respect' to Trump Voters https://t.co/39oLrIrtWm
391,0.0,2018-03-26 14:44:01,1.0,0.0,0.0,nytimes,"Making the dogs of ""Isle of Dogs"" https://t.co/AFMZN3lboV"
464,0.6808,2018-03-26 14:52:16,0.699,0.0,0.301,FoxNews,"Alice Cooper believes his faith saved him from alcoholism, temptations of rock star lifestyle https://t.co/wZXL8EN12r"
390,0.0,2018-03-26 15:00:32,1.0,0.0,0.0,nytimes,"In Opinion

Op-Ed contributor @krista_r_burton writes: ""Why do people perform their relationships online? Who is it… https://t.co/Zk3OFBGJVd"
463,0.4019,2018-03-26 15:00:47,0.705,0.11,0.185,FoxNews,Gary Sinise talks new initiative for children of fallen vets: 'The cost of freedom is very high' https://t.co/dHhbNT3YQa
389,-0.7184,2018-03-26 15:10:09,0.76,0.24,0.0,nytimes,"At least 64 people, many of them children, died when a fire burned through a shopping mall in the Siberian city of… https://t.co/qk5RExZOCt"
105,0.0,2018-03-26 15:11:57,1.0,0.0,0.0,BBC,"In her role as head of the Commonwealth, the Queen embarked on her first tour of the nations in 1953.

But by 1970… https://t.co/Av61bahNZF"
5,0.0,2018-03-26 15:11:57,1.0,0.0,0.0,BBC,"In her role as head of the Commonwealth, the Queen embarked on her first tour of the nations in 1953.

But by 1970… https://t.co/Av61bahNZF"
462,-0.4767,2018-03-26 15:16:19,0.838,0.162,0.0,FoxNews,"Former MLB slugger Albert Belle arrested at spring training game in Arizona, report says (via @RyanGaydos) https://t.co/84HxoJHbKW"
388,-0.5574,2018-03-26 15:20:04,0.854,0.146,0.0,nytimes,"RT @lauriegnyt: In the Philippines, divorce is illegal. The result? Many don’t marry at all. Mistresses are common. Women can’t remarry eve…"
387,-0.5267,2018-03-26 15:30:11,0.769,0.167,0.064,nytimes,Jim Mattis was dismissed as a warmonger during the Obama presidency. Now the defense secretary may be the only reli… https://t.co/E3PzoTetXn
461,0.0,2018-03-26 15:33:08,1.0,0.0,0.0,FoxNews,Lt. Col. Michael Waltz on the expulsion of dozens of Russian diplomats and closure of the Russian consulate in Seat… https://t.co/jBTS0FLr79
460,0.0,2018-03-26 15:34:45,1.0,0.0,0.0,FoxNews,Elon Musk says 'lifesize' LEGO-like bricks that could build walls of small house 'in a day or so' on the way https://t.co/xP65KmHx9k
379,0.0,2018-03-26 15:39:25,1.0,0.0,0.0,FoxNews,RT @FoxBusiness: FTC investigating Facebook over privacy practices https://t.co/h0H1dQPoD2
386,0.0,2018-03-26 15:40:04,1.0,0.0,0.0,nytimes,The Trump administration appears to be using steel and aluminum tariffs as a bargaining chip in trade negotiations.… https://t.co/uzd6BHtlAY
104,-0.3818,2018-03-26 15:45:04,0.744,0.161,0.095,BBC,"Tom Cruise stars in a remake of the 1953 adaptation of HG Wells’s classic novel. 🍿

War of the Worlds | @BBCiPlayer… https://t.co/h19JvTlFSA"
4,-0.3818,2018-03-26 15:45:04,0.744,0.161,0.095,BBC,"Tom Cruise stars in a remake of the 1953 adaptation of HG Wells’s classic novel. 🍿

War of the Worlds | @BBCiPlayer… https://t.co/h19JvTlFSA"
385,0.4215,2018-03-26 15:50:09,0.865,0.0,0.135,nytimes,"Remington, one of the oldest firearm manufacturers in the United States, has filed for bankruptcy amid mounting deb… https://t.co/ISZZI0Dy5c"
378,0.0,2018-03-26 15:51:09,1.0,0.0,0.0,FoxNews,"Orlando nightclub shooter's father was a secret FBI informant, officials reveal https://t.co/4IY9TRv1bj"
384,0.6124,2018-03-26 16:00:20,0.826,0.0,0.174,nytimes,"RT @kimseverson: Marijuana is coming to a tiny, dying Southern town and @RichardFausset writes about it brilliantly. (You'll learn a lot ab…"
123,0.807,2018-03-26 16:05:18,0.622,0.0,0.378,CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
23,0.807,2018-03-26 16:05:18,0.622,0.0,0.378,CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
383,-0.4588,2018-03-26 16:10:07,0.875,0.125,0.0,nytimes,"Stormy Daniels told ""60 Minutes"" that in 2011 a man threatened her if she spoke of her affair with Donald Trump. He… https://t.co/bRwDEto0DI"
377,-0.5267,2018-03-26 16:18:27,0.732,0.268,0.0,FoxNews,".@David_Bossie: “The facts are there was no collusion, there was no cooperation.” #Outnumbered https://t.co/opExoGEcT8"
382,-0.4118,2018-03-26 16:20:08,0.744,0.182,0.074,nytimes,"A grocery war is raging across the United States. At stake is not only the price of toothpaste and bananas, but the… https://t.co/QgbM6XsJsS"
103,0.5859,2018-03-26 16:25:02,0.787,0.0,0.213,BBC,"✈️ Joy and Mary flew WW2 planes before any navigation system was installed.
#RAFat100 https://t.co/yxNMblfTEf"
3,0.5859,2018-03-26 16:25:02,0.787,0.0,0.213,BBC,"✈️ Joy and Mary flew WW2 planes before any navigation system was installed.
#RAFat100 https://t.co/yxNMblfTEf"
376,0.0,2018-03-26 16:28:29,1.0,0.0,0.0,FoxNews,"Beyonce was bitten in the face by unidentified actress, Tiffany Haddish claims https://t.co/KLJb5LkMVi"
381,0.4019,2018-03-26 16:30:11,0.837,0.0,0.163,nytimes,"RT @nytgraphics: In the upcoming midterm elections, the math favors the Democrats: 41 competitive House seats are held by Republicans, 7 by…"
380,-0.5267,2018-03-26 16:40:08,0.825,0.175,0.0,nytimes,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/CfNLtGFM7E"
375,-0.9042,2018-03-26 16:40:09,0.573,0.427,0.0,FoxNews,"JUST IN: Iowa family found dead in Mexico likely killed by water heater gas leak, official says https://t.co/sM5xsAIsJX"
299,0.0,2018-03-26 16:50:10,1.0,0.0,0.0,nytimes,"Meet Tess, seeker of alien worlds https://t.co/oHJWlGO1Rl https://t.co/8mxz1duFIt"
374,0.7172,2018-03-26 16:59:15,0.572,0.0,0.428,FoxNews,Medics taking more active role in active shooter situations https://t.co/yhKTWKpspy
22,0.7959,2018-03-26 16:59:19,0.786,0.0,0.214,CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
122,0.7959,2018-03-26 16:59:19,0.786,0.0,0.214,CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
298,0.3818,2018-03-26 17:00:05,0.773,0.055,0.173,nytimes,"RT @EnnisNYT: “If a Saints cheerleader enters a restaurant and a player is already there, she must leave. If a cheerleader is in a restaura…"
297,0.4404,2018-03-26 17:10:13,0.868,0.0,0.132,nytimes,"Louis Vuitton’s new artistic director for men’s wear is Virgil Abloh, a creative director for Kanye West who will b… https://t.co/MrunGSyo65"
373,0.0,2018-03-26 17:15:38,1.0,0.0,0.0,FoxNews,Stuart Varney: “President Trump has a consistent style. He negotiates…and that’s exactly what he’s done with China.” https://t.co/NdMNdWI0nu
372,0.0,2018-03-26 17:17:03,1.0,0.0,0.0,FoxNews,.@BobCusack: “I think that John Bolton deserves his own team.” #OutnumberedOT https://t.co/lJLiqz0vY8
296,-0.3818,2018-03-26 17:20:10,0.874,0.126,0.0,nytimes,"14 European nations joined the U.S. and Canada in expelling scores of Russian diplomats. They include Germany, Fran… https://t.co/GF3XQdxSO6"
371,0.771,2018-03-26 17:20:51,0.642,0.0,0.358,FoxNews,OPINION: Reagan was the 'Great Communicator' but Trump may be a more powerful one https://t.co/tGppyjeEew
370,-0.25,2018-03-26 17:25:04,0.864,0.136,0.0,FoxNews,".@BobCusack: “I think the message is that America is going to be tough again…When you talk tough, you can negotiate… https://t.co/94RTwaQGcK"
295,-0.4019,2018-03-26 17:30:03,0.803,0.197,0.0,nytimes,What we know (and don’t know) about how to lose weight https://t.co/t1b13HuoVg
102,0.0,2018-03-26 17:30:04,1.0,0.0,0.0,BBC,🐶😂 It was a Dachsh(und) to the finish line. https://t.co/7VvkU5GfUg
2,0.0,2018-03-26 17:30:04,1.0,0.0,0.0,BBC,🐶😂 It was a Dachsh(und) to the finish line. https://t.co/7VvkU5GfUg
294,-0.5423,2018-03-26 17:40:05,0.783,0.166,0.051,nytimes,"RT @jeligon: Erica Garner. MarShawn McCarrel. Darren Seals. Muhiyidin Moye. Edward Crawford. Black Lives Matter activists have died young,…"
369,0.0,2018-03-26 17:47:03,1.0,0.0,0.0,FoxNews,Mountain lion caught after roaming Southern California neighborhood https://t.co/buQhrsp13X
293,-0.4767,2018-03-26 17:50:07,0.866,0.134,0.0,nytimes,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/31KHgrUsMn"
368,0.4588,2018-03-26 17:54:00,0.8,0.0,0.2,FoxNews,"Austin bomber's roommate a 'person of interest' in investigation, McCaul says (via @travfed)  https://t.co/lc7QqLfH0w"
367,0.0,2018-03-26 17:57:09,1.0,0.0,0.0,FoxNews,AWAITING: @WhiteHouse briefing https://t.co/CQub2jcl7M
292,-0.5574,2018-03-26 18:00:19,0.69,0.31,0.0,nytimes,"You know Sister Jean. Meet Father Rob.
https://t.co/B7m8sZnhju https://t.co/eG4Yo2LcQS"
366,0.4215,2018-03-26 18:02:33,0.741,0.0,0.259,FoxNews,Florida’s year-round daylight saving law raises safety concerns https://t.co/PxjqA4W6l8
365,0.8923,2018-03-26 18:08:37,0.527,0.0,0.473,FoxNews,"'Avengers' star Chris Evans, 'Deadpool's' Ryan Reynolds and more Marvel all-stars help fulfill dying boy's wish https://t.co/sAVdKbH1dj"
291,0.7263,2018-03-26 18:10:07,0.568,0.136,0.296,nytimes,"RT @TimHerrera: Hearing — and giving — criticism is super hard! Here's why that is, and some ideas to make it go down easier  https://t.co/…"
364,0.0,2018-03-26 18:10:12,1.0,0.0,0.0,FoxNews,.@RajShah45 holds a @WhiteHouse press briefing https://t.co/1rXRX5aTGW
363,0.7845,2018-03-26 18:16:32,0.669,0.0,0.331,FoxNews,.@RajShah45: “Today’s actions make the United States safer by reducing Russia’s ability to spy on Americans and to… https://t.co/B3XXVP6LCd
290,0.4939,2018-03-26 18:20:04,0.738,0.0,0.262,nytimes,How to care for your skin — while you sleep https://t.co/uoXLBtptOT
1,0.7783,2018-03-26 18:24:04,0.688,0.0,0.312,BBC,"Tonight, George Alagiah explores the fascinating history of Queen Elizabeth II and her beloved Commonwealth. 

The… https://t.co/xXer4FRyTq"
101,0.7783,2018-03-26 18:24:04,0.688,0.0,0.312,BBC,"Tonight, George Alagiah explores the fascinating history of Queen Elizabeth II and her beloved Commonwealth. 

The… https://t.co/xXer4FRyTq"
362,0.5927,2018-03-26 18:26:03,0.805,0.0,0.195,FoxNews,".@RajShah45: “We want to work with Russia, but this type of an action cannot be tolerated. The United States is res… https://t.co/ALzaxnXRyO"
289,-0.7003,2018-03-26 18:30:06,0.784,0.216,0.0,nytimes,"RT @nytopinion: A bill in Ohio would ban all abortions, full stop. It's part of a larger strategy to make abortions impossible to obtain fo…"
361,0.2846,2018-03-26 18:31:46,0.888,0.0,0.112,FoxNews,".@RajShah45: “The president is a strong believer in the Second Amendment, but he does believe other measures could… https://t.co/ip6pqN9Z3R"
360,0.0,2018-03-26 18:43:23,1.0,0.0,0.0,FoxNews,Republicans push to end Dems' stranglehold on key ambassadorial nominee https://t.co/SGqegJ1YAh
288,0.0,2018-03-26 18:44:40,1.0,0.0,0.0,nytimes,"Facebook’s privacy practices are being investigated by the Federal Trade Commission, the government agency confirmed https://t.co/EOcXizO8l4"
459,-0.3818,2018-03-26 18:45:10,0.809,0.191,0.0,CNN,These are all the countries that are expelling Russian diplomats https://t.co/ao2mXDsHiK https://t.co/lskFB505tC
458,0.5698,2018-03-26 18:52:24,0.678,0.096,0.227,CNN,"WH deputy press secretary Raj Shah on whether Trump plans to do more about gun safety: ""The President is a strong b… https://t.co/wJnKtA0A2f"
279,0.5106,2018-03-26 18:57:00,0.777,0.0,0.223,FoxNews,"OPINION: Trump vs. Biden in 2020? Hey, 'Crazy' Joe -- be careful what you wish for https://t.co/hkm4rkqxXP"
